id,question,answerable,reference_answer,source_contains,first_relevant_rank,reciprocal_rank,retrieval_ms,retrieved_sources,hit@1,hit@3,hit@5,generated_answer,total_ms,basic_correct,safe_refusal,judge_correctness,judge_faithfulness,judge_relevance,judge_safe_refusal
q040,项目评测脚本可以统计哪些类型的指标？,True,Hit@K、MRR、回答正确性、Faithfulness、Relevance、Safe Refusal、检索延迟和端到端延迟,deployment_guide.md,1,1.0,86.39,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,"项目评测脚本 `evaluation/evaluate_rag.py` 可以统计以下类型的指标：

- Hit@K  
- MRR（Mean Reciprocal Rank）  
- 回答正确性  
- Faithfulness（忠实性）  
- Relevance（相关性）  
- Safe Refusal（安全拒绝）  
- 检索延迟  
- 端到端延迟",2219.16,1,,1.0,1.0,1.0,1.0
q041,项目单个上传文件最大允许多少 MB？,False,当前知识库资料未提供该信息,,,0.0,75.73,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,0,0,0,当前知识库资料未提供该信息。,757.14,,1,1.0,1.0,1.0,1.0
q042,项目正式部署在 AWS 还是阿里云 ECS？,False,当前知识库资料未提供该信息,,,0.0,81.78,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,0,0,0,当前知识库资料未提供该信息。,727.83,,1,1.0,1.0,1.0,1.0
q043,系统最多支持多少个并发用户？,False,当前知识库资料未提供该信息,,,0.0,80.57,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,0,0,0,当前知识库资料未提供该信息。,619.42,,1,1.0,1.0,1.0,1.0
q044,生产环境使用的 GPU 型号是什么？,False,当前知识库资料未提供该信息,,,0.0,62.4,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,0,0,0,当前知识库资料未提供该信息。,553.17,,1,1.0,1.0,1.0,1.0
q045,服务器每个月的成本是多少？,False,当前知识库资料未提供该信息,,,0.0,72.42,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,0,0,0,当前知识库资料未提供该信息。,521.48,,1,1.0,1.0,1.0,1.0
q046,项目正式上线日期是哪一天？,False,当前知识库资料未提供该信息,,,0.0,62.01,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,0,0,0,当前知识库资料未提供该信息。,1151.94,,1,1.0,1.0,1.0,1.0
q047,系统是否支持微信扫码登录？,False,当前知识库资料未提供该信息,,,0.0,73.92,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,0,0,0,当前知识库资料未提供该信息。,675.11,,1,1.0,1.0,1.0,1.0
q048,项目是否已经接入企业 SSO？,False,当前知识库资料未提供该信息,,,0.0,40.45,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,0,0,0,当前知识库资料未提供该信息。,1296.19,,1,1.0,1.0,1.0,1.0
q049,系统的 SLA 可用性承诺是多少？,False,当前知识库资料未提供该信息,,,0.0,76.82,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,0,0,0,当前知识库资料未提供该信息。,724.58,,1,1.0,1.0,1.0,1.0
q050,知识库管理员的默认账号密码是什么？,False,当前知识库资料未提供该信息,,,0.0,80.24,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,0,0,0,当前知识库资料未提供该信息。,657.83,,1,1.0,1.0,1.0,1.0
